Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01T00:00:00.000000,Australia,New South Wales,AU-NSW,276.11,324.52,63.31,63.31,opennem.org.au,false,""
2024-01-01T01:00:00.000000,Australia,New South Wales,AU-NSW,279.63,329.48,62.85,62.85,opennem.org.au,false,""
2024-01-01T02:00:00.000000,Australia,New South Wales,AU-NSW,279.32,329.4,62.89,62.89,opennem.org.au,false,""
2024-01-01T03:00:00.000000,Australia,New South Wales,AU-NSW,299.51,350.11,60.23,60.23,opennem.org.au,false,""
2024-01-01T04:00:00.000000,Australia,New South Wales,AU-NSW,306.79,357.14,59.29,59.29,opennem.org.au,false,""
2024-01-01T05:00:00.000000,Australia,New South Wales,AU-NSW,353.01,404.02,53.31,53.31,opennem.org.au,false,""
2024-01-01T06:00:00.000000,Australia,New South Wales,AU-NSW,400.35,451.38,47.28,47.28,opennem.org.au,false,""
2024-01-01T07:00:00.000000,Australia,New South Wales,AU-NSW,456.87,508.29,39.88,39.88,opennem.org.au,false,""
2024-01-01T08:00:00.000000,Australia,New South Wales,AU-NSW,546.53,598.07,28.09,28.09,opennem.org.au,false,""
2024-01-01T09:00:00.000000,Australia,New South Wales,AU-NSW,600.66,651.56,20.96,20.96,opennem.org.au,false,""
2024-01-01T10:00:00.000000,Australia,New South Wales,AU-NSW,618.99,670.5,18.55,18.55,opennem.org.au,false,""
2024-01-01T11:00:00.000000,Australia,New South Wales,AU-NSW,613.96,665.1,19.21,19.21,opennem.org.au,false,""
2024-01-01T12:00:00.000000,Australia,New South Wales,AU-NSW,604.58,655.23,20.45,20.45,opennem.org.au,false,""
2024-01-01T13:00:00.000000,Australia,New South Wales,AU-NSW,614.17,665.42,19.19,19.19,opennem.org.au,false,""
2024-01-01T14:00:00.000000,Australia,New South Wales,AU-NSW,636.86,689.45,16.2,16.2,opennem.org.au,false,""
2024-01-01T15:00:00.000000,Australia,New South Wales,AU-NSW,651.12,704.64,14.33,14.33,opennem.org.au,false,""
2024-01-01T16:00:00.000000,Australia,New South Wales,AU-NSW,654.6,708.43,13.87,13.87,opennem.org.au,false,""
2024-01-01T17:00:00.000000,Australia,New South Wales,AU-NSW,647.73,701.11,14.77,14.77,opennem.org.au,false,""
2024-01-01T18:00:00.000000,Australia,New South Wales,AU-NSW,659.01,713.08,13.29,13.29,opennem.org.au,false,""
2024-01-01T19:00:00.000000,Australia,New South Wales,AU-NSW,642.54,696.29,15.45,15.45,opennem.org.au,false,""
2024-01-01T20:00:00.000000,Australia,New South Wales,AU-NSW,576.48,630.01,24.14,24.14,opennem.org.au,false,""
