Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01T00:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,46.18,77.4,90.78,83.71,eia.gov,false,""
2022-01-01T01:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,46.46,77.63,90.87,84.15,eia.gov,false,""
2022-01-01T02:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,43.67,74.63,91.23,84.54,eia.gov,false,""
2022-01-01T03:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,45.06,76.33,91.05,84.33,eia.gov,false,""
2022-01-01T04:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,47.05,78.43,90.88,84.16,eia.gov,false,""
2022-01-01T05:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.03,81.58,90.51,83.65,eia.gov,false,""
2022-01-01T06:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.36,79.7,90.8,83.95,eia.gov,false,""
2022-01-01T07:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,49.84,82.19,90.56,83.6,eia.gov,false,""
2022-01-01T08:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.5,76.7,91.56,84.69,eia.gov,false,""
2022-01-01T09:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.97,77.11,91.73,84.94,eia.gov,false,""
2022-01-01T10:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,47.14,79.41,91.49,84.65,eia.gov,false,""
2022-01-01T11:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,49.7,82.16,91.28,84.52,eia.gov,false,""
2022-01-01T12:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,51.33,83.66,91.16,84.58,eia.gov,false,""
2022-01-01T13:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.28,82.26,91.4,85.0,eia.gov,false,""
2022-01-01T14:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.88,80.61,91.59,85.4,eia.gov,false,""
2022-01-01T15:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.92,82.73,91.4,85.29,eia.gov,false,""
2022-01-01T16:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.14,81.24,91.47,85.18,eia.gov,false,""
2022-01-01T17:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,51.35,82.38,91.34,84.97,eia.gov,false,""
2022-01-01T18:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,51.18,82.15,91.35,84.85,eia.gov,false,""
2022-01-01T19:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,53.43,84.44,90.88,84.13,eia.gov,false,""
2022-01-01T20:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,56.47,87.56,90.33,83.25,eia.gov,false,""
2022-01-01T21:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,59.6,90.63,90.08,82.87,eia.gov,false,""
2022-01-01T22:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,54.12,83.83,91.43,84.2,eia.gov,false,""
2022-01-01T23:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.07,73.52,92.77,85.91,eia.gov,false,""
2022-01-02T00:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,39.31,68.67,93.3,86.94,eia.gov,false,""
2022-01-02T01:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.32,73.74,92.75,86.49,eia.gov,false,""
2022-01-02T02:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.34,73.95,92.66,86.5,eia.gov,false,""
2022-01-02T03:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,44.17,74.08,92.63,86.49,eia.gov,false,""
2022-01-02T04:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,39.88,70.4,92.99,86.91,eia.gov,false,""
2022-01-02T05:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,42.85,74.03,92.55,86.35,eia.gov,false,""
2022-01-02T06:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,49.2,81.1,91.68,85.24,eia.gov,false,""
2022-01-02T07:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.79,82.88,91.44,84.82,eia.gov,false,""
2022-01-02T08:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.42,80.09,91.99,85.42,eia.gov,false,""
2022-01-02T09:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.45,80.28,91.99,85.41,eia.gov,false,""
2022-01-02T10:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.96,83.0,91.63,84.97,eia.gov,false,""
2022-01-02T11:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,52.05,84.1,91.55,84.89,eia.gov,false,""
2022-01-02T12:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,49.77,81.42,91.95,85.39,eia.gov,false,""
2022-01-02T13:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.41,80.1,92.02,85.64,eia.gov,false,""
2022-01-02T14:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,45.06,76.16,92.54,86.35,eia.gov,false,""
2022-01-02T15:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,45.05,76.16,92.49,86.26,eia.gov,false,""
2022-01-02T16:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,47.62,78.93,92.12,85.88,eia.gov,false,""
2022-01-02T17:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,52.35,82.95,91.64,85.12,eia.gov,false,""
2022-01-02T18:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,51.31,81.32,91.74,84.88,eia.gov,false,""
2022-01-02T19:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,52.12,81.89,91.74,84.72,eia.gov,false,""
2022-01-02T20:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,55.12,85.0,91.38,84.23,eia.gov,false,""
2022-01-02T21:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,53.49,83.33,91.52,84.25,eia.gov,false,""
2022-01-02T22:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,51.92,81.77,91.73,84.5,eia.gov,false,""
2022-01-02T23:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,41.16,71.41,92.6,85.77,eia.gov,false,""
2022-01-03T00:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,35.9,66.22,93.34,87.19,eia.gov,false,""
2022-01-03T01:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,41.76,72.17,92.65,86.73,eia.gov,false,""
2022-01-03T02:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,43.71,74.78,91.97,86.19,eia.gov,false,""
2022-01-03T03:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,47.76,78.94,91.47,85.55,eia.gov,false,""
2022-01-03T04:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,50.07,81.16,91.26,85.23,eia.gov,false,""
2022-01-03T05:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,56.37,87.82,90.52,84.27,eia.gov,false,""
2022-01-03T06:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,57.31,89.22,90.34,83.8,eia.gov,false,""
2022-01-03T07:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,58.92,91.15,90.07,83.29,eia.gov,false,""
2022-01-03T08:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,57.69,89.93,90.18,83.36,eia.gov,false,""
2022-01-03T09:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,57.75,89.98,90.2,83.31,eia.gov,false,""
2022-01-03T10:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,55.0,87.09,90.48,83.59,eia.gov,false,""
2022-01-03T11:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,52.88,84.68,90.79,84.0,eia.gov,false,""
2022-01-03T12:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,48.56,79.89,91.36,84.79,eia.gov,false,""
2022-01-03T13:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,47.76,78.69,91.58,85.29,eia.gov,false,""
2022-01-03T14:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,42.71,72.97,92.01,85.86,eia.gov,false,""
2022-01-03T15:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,43.07,73.29,92.07,86.11,eia.gov,false,""
2022-01-03T16:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,41.43,71.4,92.18,86.02,eia.gov,false,""
