Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01T00:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,324.9,390.65,42.51,9.15,pjm.com,false,""
2024-01-01T01:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,322.75,388.06,42.88,8.5,pjm.com,false,""
2024-01-01T02:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,325.24,390.9,42.35,7.05,pjm.com,false,""
2024-01-01T03:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.56,386.87,42.81,6.66,pjm.com,false,""
2024-01-01T04:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,322.04,387.65,42.57,6.22,pjm.com,false,""
2024-01-01T05:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,320.7,385.96,42.92,5.95,pjm.com,false,""
2024-01-01T06:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.46,386.8,42.81,5.67,pjm.com,false,""
2024-01-01T07:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,316.35,381.16,43.51,5.65,pjm.com,false,""
2024-01-01T08:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,314.82,379.94,43.41,5.58,pjm.com,false,""
2024-01-01T09:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,312.54,377.49,43.69,5.5,pjm.com,false,""
2024-01-01T10:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,314.77,380.08,43.31,5.38,pjm.com,false,""
2024-01-01T11:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,315.41,380.71,43.3,5.52,pjm.com,false,""
2024-01-01T12:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,317.52,383.04,43.03,5.65,pjm.com,false,""
2024-01-01T13:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.13,387.34,42.34,5.39,pjm.com,false,""
2024-01-01T14:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.63,388.07,42.21,5.68,pjm.com,false,""
2024-01-01T15:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,326.71,393.4,41.71,5.63,pjm.com,false,""
2024-01-01T16:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,328.91,395.64,41.59,5.83,pjm.com,false,""
2024-01-01T17:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,332.27,399.26,41.18,5.5,pjm.com,false,""
2024-01-01T18:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,337.81,405.51,40.28,5.13,pjm.com,false,""
2024-01-01T19:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,337.9,405.86,40.07,5.07,pjm.com,false,""
2024-01-01T20:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,338.09,406.18,39.97,5.34,pjm.com,false,""
2024-01-01T21:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,341.44,410.22,39.28,5.57,pjm.com,false,""
2024-01-01T22:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,343.8,413.18,38.77,6.41,pjm.com,false,""
2024-01-01T23:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,341.04,410.34,39.05,6.89,pjm.com,false,""
2024-01-02T00:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,342.51,412.07,38.69,6.25,pjm.com,false,""
2024-01-02T01:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,345.2,415.05,38.25,5.49,pjm.com,false,""
2024-01-02T02:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,347.69,417.33,38.19,4.93,pjm.com,false,""
2024-01-02T03:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,352.2,421.68,37.9,3.88,pjm.com,false,""
2024-01-02T04:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,347.8,416.3,38.87,4.32,pjm.com,false,""
2024-01-02T05:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,335.62,402.56,40.76,4.86,pjm.com,false,""
2024-01-02T06:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,326.67,392.85,41.87,5.46,pjm.com,false,""
2024-01-02T07:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,322.07,388.05,42.31,5.82,pjm.com,false,""
2024-01-02T08:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,322.44,388.5,42.22,5.75,pjm.com,false,""
2024-01-02T09:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,319.82,385.56,42.61,6.11,pjm.com,false,""
2024-01-02T10:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,320.27,386.11,42.58,7.37,pjm.com,false,""
2024-01-02T11:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,319.14,385.65,42.33,9.06,pjm.com,false,""
2024-01-02T12:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,325.46,392.79,41.4,10.03,pjm.com,false,""
2024-01-02T13:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,329.89,397.04,41.26,10.49,pjm.com,false,""
2024-01-02T14:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,327.83,394.66,41.66,10.9,pjm.com,false,""
2024-01-02T15:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,330.66,397.59,41.33,10.2,pjm.com,false,""
2024-01-02T16:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.75,387.38,42.82,10.94,pjm.com,false,""
2024-01-02T17:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,317.8,383.11,43.28,11.31,pjm.com,false,""
2024-01-02T18:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,317.65,383.02,43.25,11.33,pjm.com,false,""
2024-01-02T19:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,318.55,383.92,43.2,11.01,pjm.com,false,""
2024-01-02T20:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,321.37,387.24,42.61,10.35,pjm.com,false,""
2024-01-02T21:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,329.86,397.57,40.7,8.76,pjm.com,false,""
2024-01-02T22:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,333.69,402.51,39.76,9.23,pjm.com,false,""
2024-01-02T23:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,337.6,406.32,39.64,9.96,pjm.com,false,""
2024-01-03T00:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,340.18,409.03,39.36,9.67,pjm.com,false,""
2024-01-03T01:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,345.21,413.9,39.06,8.95,pjm.com,false,""
2024-01-03T02:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,354.96,424.14,37.96,7.13,pjm.com,false,""
2024-01-03T03:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,356.94,426.19,37.72,5.98,pjm.com,false,""
2024-01-03T04:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,354.47,423.42,38.1,5.43,pjm.com,false,""
2024-01-03T05:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,352.08,421.01,38.28,4.94,pjm.com,false,""
2024-01-03T06:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,352.91,421.97,38.13,4.49,pjm.com,false,""
2024-01-03T07:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,356.02,425.43,37.7,3.94,pjm.com,false,""
2024-01-03T08:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,356.92,426.36,37.64,3.93,pjm.com,false,""
2024-01-03T09:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,356.49,426.42,37.33,3.83,pjm.com,false,""
2024-01-03T10:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,356.8,427.65,36.74,3.8,pjm.com,false,""
2024-01-03T11:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,351.84,423.45,36.85,5.89,pjm.com,false,""
2024-01-03T12:00:00.000000,USA,PJM Interconnection,US-MIDA-PJM,358.47,430.96,35.88,6.63,pjm.com,false,""
