Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01T00:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,368.02,435.3,38.61,27.13,ercot.com,false,""
2024-01-01T01:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,294.19,351.61,49.72,38.36,ercot.com,false,""
2024-01-01T02:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,274.8,328.86,53.24,41.66,ercot.com,false,""
2024-01-01T03:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,269.57,321.79,54.82,43.04,ercot.com,false,""
2024-01-01T04:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,274.02,326.72,54.22,42.19,ercot.com,false,""
2024-01-01T05:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,291.12,348.05,50.23,38.01,ercot.com,false,""
2024-01-01T06:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,299.56,359.07,47.89,35.63,ercot.com,false,""
2024-01-01T07:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,308.41,370.47,45.57,33.34,ercot.com,false,""
2024-01-01T08:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,318.14,382.29,43.5,31.23,ercot.com,false,""
2024-01-01T09:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,332.76,399.07,41.09,28.81,ercot.com,false,""
2024-01-01T10:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,358.37,427.37,37.63,25.56,ercot.com,false,""
2024-01-01T11:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,406.45,479.38,31.93,20.14,ercot.com,false,""
2024-01-01T12:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,446.93,524.15,26.47,15.01,ercot.com,false,""
2024-01-01T13:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,472.34,552.34,23.12,11.82,ercot.com,false,""
2024-01-01T14:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,458.98,538.25,25.06,13.99,ercot.com,false,""
2024-01-01T15:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,406.51,481.05,32.56,21.61,ercot.com,false,""
2024-01-01T16:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,398.37,470.96,34.74,23.84,ercot.com,false,""
2024-01-01T17:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,376.73,448.3,36.96,25.99,ercot.com,false,""
2024-01-01T18:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,358.97,429.87,38.62,27.48,ercot.com,false,""
2024-01-01T19:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,338.36,408.54,40.55,29.15,ercot.com,false,""
2024-01-01T20:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,324.91,394.12,42.18,30.65,ercot.com,false,""
2024-01-01T21:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,313.44,381.82,43.48,31.92,ercot.com,false,""
2024-01-01T22:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,367.76,441.23,35.69,24.21,ercot.com,false,""
2024-01-01T23:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,458.69,538.91,24.03,13.12,ercot.com,false,""
2024-01-02T00:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,457.67,536.97,24.44,14.0,ercot.com,false,""
2024-01-02T01:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,449.56,527.63,25.75,15.39,ercot.com,false,""
2024-01-02T02:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,440.75,518.42,26.55,16.23,ercot.com,false,""
2024-01-02T03:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,437.72,514.74,27.15,16.72,ercot.com,false,""
2024-01-02T04:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,428.91,504.69,28.54,17.92,ercot.com,false,""
2024-01-02T05:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,415.11,489.44,30.4,19.5,ercot.com,false,""
2024-01-02T06:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,401.69,476.03,31.24,20.13,ercot.com,false,""
2024-01-02T07:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,397.54,472.39,31.15,19.94,ercot.com,false,""
2024-01-02T08:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,388.27,463.07,31.76,20.55,ercot.com,false,""
2024-01-02T09:00:00.000000,USA,Electric Reliability Council of Texas,US-TEX-ERCO,363.96,438.38,33.53,22.37,ercot.com,false,""
