Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01T00:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,89.41,121.76,86.56,75.63,eia.gov,false,""
2024-01-01T01:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,69.4,99.42,89.92,81.14,eia.gov,false,""
2024-01-01T02:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,70.17,100.3,89.75,81.01,eia.gov,false,""
2024-01-01T03:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,79.57,110.25,88.6,79.37,eia.gov,false,""
2024-01-01T04:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,81.32,112.24,88.27,78.84,eia.gov,false,""
2024-01-01T05:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,86.75,118.09,87.52,77.61,eia.gov,false,""
2024-01-01T06:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,99.22,131.53,85.86,75.31,eia.gov,false,""
2024-01-01T07:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,114.36,149.52,82.63,71.62,eia.gov,false,""
2024-01-01T08:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,126.91,163.9,80.34,68.96,eia.gov,false,""
2024-01-01T09:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,132.22,169.36,79.75,68.3,eia.gov,false,""
2024-01-01T10:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,137.5,175.83,78.56,66.91,eia.gov,false,""
2024-01-01T11:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,134.84,172.99,78.95,67.34,eia.gov,false,""
2024-01-01T12:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,133.16,171.25,79.11,67.9,eia.gov,false,""
2024-01-01T13:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,126.74,164.06,80.11,69.08,eia.gov,false,""
2024-01-01T14:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,117.96,154.07,81.62,70.92,eia.gov,false,""
2024-01-01T15:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,120.16,156.77,81.19,70.92,eia.gov,false,""
2024-01-01T16:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,126.01,164.82,79.45,68.93,eia.gov,false,""
2024-01-01T17:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,125.92,165.5,79.1,68.67,eia.gov,false,""
2024-01-01T18:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,121.56,160.55,79.87,69.6,eia.gov,false,""
2024-01-01T19:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,119.78,158.57,80.14,69.85,eia.gov,false,""
2024-01-01T20:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,120.35,159.39,79.96,69.59,eia.gov,false,""
2024-01-01T21:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,119.21,158.21,80.08,69.54,eia.gov,false,""
2024-01-01T22:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,118.91,157.92,80.06,69.46,eia.gov,false,""
2024-01-01T23:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,118.9,157.64,80.12,69.54,eia.gov,false,""
2024-01-02T00:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,93.47,128.36,84.67,75.2,eia.gov,false,""
2024-01-02T01:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,87.77,121.82,85.72,76.69,eia.gov,false,""
2024-01-02T02:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,89.94,124.32,85.31,76.19,eia.gov,false,""
2024-01-02T03:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,92.84,127.23,85.06,75.75,eia.gov,false,""
2024-01-02T04:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,91.71,125.62,85.49,76.01,eia.gov,false,""
2024-01-02T05:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,101.03,136.29,83.84,73.78,eia.gov,false,""
2024-01-02T06:00:00.000000,USA,Bonneville Power Administration,US-NW-BPAT,112.87,149.87,81.71,70.93,eia.gov,false,""
