Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01T00:00:00.000000,Australia,New South Wales,AU-NSW,550.39,601.09,27.58,27.58,opennem.org.au,false,""
2021-01-01T01:00:00.000000,Australia,New South Wales,AU-NSW,549.1,601.48,27.75,27.75,opennem.org.au,false,""
2021-01-01T02:00:00.000000,Australia,New South Wales,AU-NSW,558.78,611.23,26.48,26.48,opennem.org.au,false,""
2021-01-01T03:00:00.000000,Australia,New South Wales,AU-NSW,555.22,607.55,26.94,26.94,opennem.org.au,false,""
2021-01-01T04:00:00.000000,Australia,New South Wales,AU-NSW,540.7,592.55,28.85,28.85,opennem.org.au,false,""
2021-01-01T05:00:00.000000,Australia,New South Wales,AU-NSW,567.43,619.79,25.34,25.34,opennem.org.au,false,""
2021-01-01T06:00:00.000000,Australia,New South Wales,AU-NSW,596.74,649.58,21.48,21.48,opennem.org.au,false,""
2021-01-01T07:00:00.000000,Australia,New South Wales,AU-NSW,623.9,677.14,17.91,17.91,opennem.org.au,false,""
2021-01-01T08:00:00.000000,Australia,New South Wales,AU-NSW,636.01,688.91,16.31,16.31,opennem.org.au,false,""
2021-01-01T09:00:00.000000,Australia,New South Wales,AU-NSW,659.84,713.67,13.18,13.18,opennem.org.au,false,""
2021-01-01T10:00:00.000000,Australia,New South Wales,AU-NSW,654.6,708.07,13.87,13.87,opennem.org.au,false,""
2021-01-01T11:00:00.000000,Australia,New South Wales,AU-NSW,644.11,696.91,15.25,15.25,opennem.org.au,false,""
2021-01-01T12:00:00.000000,Australia,New South Wales,AU-NSW,629.87,681.76,17.12,17.12,opennem.org.au,false,""
2021-01-01T13:00:00.000000,Australia,New South Wales,AU-NSW,626.31,677.92,17.59,17.59,opennem.org.au,false,""
2021-01-01T14:00:00.000000,Australia,New South Wales,AU-NSW,623.28,674.69,17.99,17.99,opennem.org.au,false,""
2021-01-01T15:00:00.000000,Australia,New South Wales,AU-NSW,624.95,676.48,17.77,17.77,opennem.org.au,false,""
2021-01-01T16:00:00.000000,Australia,New South Wales,AU-NSW,620.64,671.91,18.34,18.34,opennem.org.au,false,""
2021-01-01T17:00:00.000000,Australia,New South Wales,AU-NSW,619.76,670.97,18.45,18.45,opennem.org.au,false,""
2021-01-01T18:00:00.000000,Australia,New South Wales,AU-NSW,628.6,680.38,17.29,17.29,opennem.org.au,false,""
2021-01-01T19:00:00.000000,Australia,New South Wales,AU-NSW,636.88,689.37,16.2,16.2,opennem.org.au,false,""
2021-01-01T20:00:00.000000,Australia,New South Wales,AU-NSW,623.68,676.74,17.94,17.94,opennem.org.au,false,""
2021-01-01T21:00:00.000000,Australia,New South Wales,AU-NSW,614.18,667.65,19.19,19.19,opennem.org.au,false,""
2021-01-01T22:00:00.000000,Australia,New South Wales,AU-NSW,609.09,663.4,19.86,19.86,opennem.org.au,false,""
2021-01-01T23:00:00.000000,Australia,New South Wales,AU-NSW,605.47,660.16,20.33,20.33,opennem.org.au,false,""
2021-01-02T00:00:00.000000,Australia,New South Wales,AU-NSW,604.09,659.06,20.51,20.51,opennem.org.au,false,""
2021-01-02T01:00:00.000000,Australia,New South Wales,AU-NSW,595.71,650.33,21.62,21.62,opennem.org.au,false,""
2021-01-02T02:00:00.000000,Australia,New South Wales,AU-NSW,597.18,651.57,21.42,21.42,opennem.org.au,false,""
2021-01-02T03:00:00.000000,Australia,New South Wales,AU-NSW,577.43,630.6,24.02,24.02,opennem.org.au,false,""
2021-01-02T04:00:00.000000,Australia,New South Wales,AU-NSW,561.54,613.75,26.11,26.11,opennem.org.au,false,""
2021-01-02T05:00:00.000000,Australia,New South Wales,AU-NSW,568.77,620.49,25.16,25.16,opennem.org.au,false,""
2021-01-02T06:00:00.000000,Australia,New South Wales,AU-NSW,586.85,638.98,22.78,22.78,opennem.org.au,false,""
2021-01-02T07:00:00.000000,Australia,New South Wales,AU-NSW,601.43,653.48,20.86,20.86,opennem.org.au,false,""
2021-01-02T08:00:00.000000,Australia,New South Wales,AU-NSW,618.23,670.26,18.65,18.65,opennem.org.au,false,""
2021-01-02T09:00:00.000000,Australia,New South Wales,AU-NSW,632.27,684.56,16.81,16.81,opennem.org.au,false,""
2021-01-02T10:00:00.000000,Australia,New South Wales,AU-NSW,622.7,674.53,18.06,18.06,opennem.org.au,false,""
2021-01-02T11:00:00.000000,Australia,New South Wales,AU-NSW,619.65,671.38,18.47,18.47,opennem.org.au,false,""
2021-01-02T12:00:00.000000,Australia,New South Wales,AU-NSW,639.75,692.69,15.82,15.82,opennem.org.au,false,""
2021-01-02T13:00:00.000000,Australia,New South Wales,AU-NSW,669.9,724.33,11.85,11.85,opennem.org.au,false,""
2021-01-02T14:00:00.000000,Australia,New South Wales,AU-NSW,669.34,723.69,11.93,11.93,opennem.org.au,false,""
