Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Sweden,South Central Sweden,SE-SE3,5.75,21.56,99.28,52.94,entsoe.eu,false,""
2025-01-01T01:00:00.000000,Sweden,South Central Sweden,SE-SE3,2.87,17.49,99.67,51.14,entsoe.eu,false,""
2025-01-01T02:00:00.000000,Sweden,South Central Sweden,SE-SE3,7.57,23.13,99.03,49.47,entsoe.eu,false,""
2025-01-01T03:00:00.000000,Sweden,South Central Sweden,SE-SE3,12.57,29.07,98.26,48.6,entsoe.eu,false,""
2025-01-01T04:00:00.000000,Sweden,South Central Sweden,SE-SE3,10.33,26.4,98.63,48.54,entsoe.eu,false,""
2025-01-01T05:00:00.000000,Sweden,South Central Sweden,SE-SE3,13.46,30.42,98.21,50.74,entsoe.eu,false,""
2025-01-01T06:00:00.000000,Sweden,South Central Sweden,SE-SE3,16.39,34.33,97.81,51.21,entsoe.eu,false,""
2025-01-01T07:00:00.000000,Sweden,South Central Sweden,SE-SE3,10.51,27.25,98.63,53.73,entsoe.eu,false,""
2025-01-01T08:00:00.000000,Sweden,South Central Sweden,SE-SE3,10.36,27.33,98.64,55.53,entsoe.eu,false,""
2025-01-01T09:00:00.000000,Sweden,South Central Sweden,SE-SE3,11.19,28.36,98.53,56.74,entsoe.eu,false,""
2025-01-01T10:00:00.000000,Sweden,South Central Sweden,SE-SE3,9.81,26.64,98.72,57.42,entsoe.eu,false,""
2025-01-01T11:00:00.000000,Sweden,South Central Sweden,SE-SE3,6.84,22.3,99.12,59.2,entsoe.eu,false,""
2025-01-01T12:00:00.000000,Sweden,South Central Sweden,SE-SE3,7.02,22.43,99.09,59.94,entsoe.eu,false,""
2025-01-01T13:00:00.000000,Sweden,South Central Sweden,SE-SE3,5.0,20.99,99.38,61.31,entsoe.eu,false,""
2025-01-01T14:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.84,16.17,99.95,62.87,entsoe.eu,false,""
2025-01-01T15:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.9,16.78,99.94,62.96,entsoe.eu,false,""
2025-01-01T16:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.91,16.84,99.94,63.01,entsoe.eu,false,""
2025-01-01T17:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.91,16.84,99.94,62.61,entsoe.eu,false,""
2025-01-01T18:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.91,16.86,99.94,62.3,entsoe.eu,false,""
2025-01-01T19:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.91,16.87,99.94,62.6,entsoe.eu,false,""
2025-01-01T20:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.91,16.83,99.94,62.06,entsoe.eu,false,""
2025-01-01T21:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.82,16.13,99.95,62.72,entsoe.eu,false,""
2025-01-01T22:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.8,15.86,99.95,61.12,entsoe.eu,false,""
2025-01-01T23:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.96,16.93,99.93,60.03,entsoe.eu,false,""
2025-01-02T00:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.97,17.05,99.93,58.96,entsoe.eu,false,""
2025-01-02T01:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.99,17.19,99.93,58.53,entsoe.eu,false,""
2025-01-02T02:00:00.000000,Sweden,South Central Sweden,SE-SE3,0.98,17.24,99.94,58.8,entsoe.eu,false,""
2025-01-02T03:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.04,17.51,99.92,59.68,entsoe.eu,false,""
2025-01-02T04:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.14,18.27,99.91,62.82,entsoe.eu,false,""
2025-01-02T05:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.41,20.27,99.88,64.97,entsoe.eu,false,""
2025-01-02T06:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.68,22.64,99.87,66.24,entsoe.eu,false,""
2025-01-02T07:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.75,23.32,99.86,66.5,entsoe.eu,false,""
2025-01-02T08:00:00.000000,Sweden,South Central Sweden,SE-SE3,1.76,23.38,99.86,66.32,entsoe.eu,false,""
